Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Credit_History_Missing,Self_Employed_Missing,LoanAmount_Missing,Total_Income,Log_Total_Income,Log_ApplicantIncome,Log_CoapplicantIncome,Log_LoanAmount,Income_to_Loan_Ratio,EMI,Balance_Income,Has_Many_Dependents
Male,Yes,0,Not Graduate,No,4300.0,2014.0,194.0,360.0,1.0,Rural,1,0,0,0,6314.0,8.750683034784592,8.366602832783736,7.608374474380783,5.272999558563747,32.54639175257732,1616.6666666666667,4697.333333333333,0
Female,No,0,Graduate,No,3692.0,0.0,93.0,360.0,0.96,Rural,1,1,0,0,3692.0,8.214194414852564,8.214194414852564,0.0,4.543294782270004,39.69892473118279,775.0,2917.0,0
Male,Yes,3,Graduate,No,10171.25,0.0,270.0,360.0,1.0,Rural,1,0,0,0,23803.0,10.077608912764743,10.077608912764743,0.0,5.916202062607435,64.33243243243243,3083.3333333333335,20719.666666666668,1
Male,No,0,Graduate,No,3865.0,1640.0,270.0,360.0,1.0,Rural,1,0,0,1,5505.0,8.613593685702552,8.259975659768276,7.403061091090091,5.916202062607435,14.878378378378379,3083.3333333333335,2421.6666666666665,0
Male,Yes,1,Graduate,Yes,10171.25,3850.0,160.0,180.0,0.0,Urban,0,0,0,0,14363.0,9.572480355345974,9.260462981379394,8.25608813381491,5.081404364984463,89.76875,1333.3333333333333,13029.666666666666,0
Male,Yes,0,Graduate,No,6080.0,2569.0,182.0,360.0,0.99,Rural,0,1,0,0,8649.0,9.065314599925925,8.71292443512011,7.851661177889265,5.209486152841421,47.52197802197802,1516.6666666666667,7132.333333333333,0
Male,No,0,Graduate,Yes,10171.25,0.0,270.0,480.0,0.7,Urban,1,1,0,0,20166.0,9.911802884139842,9.911802884139842,0.0,6.478509642208569,31.024615384615384,5416.666666666667,14749.333333333332,0
Male,No,0,Graduate,No,2014.0,1929.0,74.0,360.0,1.0,Urban,1,0,0,0,3943.0,8.279950715722526,7.608374474380783,7.5652752818989315,4.31748811353631,53.28378378378378,616.6666666666666,3326.3333333333335,0
Male,No,0,Graduate,No,2718.0,0.0,70.0,360.0,1.0,Semiurban,1,0,0,0,2718.0,7.908019444632471,7.908019444632471,0.0,4.2626798770413155,38.82857142857143,583.3333333333334,2134.6666666666665,0
Male,Yes,0,Graduate,Yes,3459.0,0.0,25.0,120.0,1.0,Semiurban,1,0,0,0,3459.0,8.14902386805177,8.14902386805177,0.0,3.258096538021482,138.36,208.33333333333334,3250.6666666666665,0
Male,No,0,Graduate,No,4895.0,0.0,102.0,360.0,1.0,Semiurban,1,0,0,0,4895.0,8.496173824192162,8.496173824192162,0.0,4.634728988229636,47.990196078431374,850.0,4045.0,0
Male,Yes,3,Graduate,No,4000.0,5743.125,270.0,360.0,1.0,Semiurban,0,0,0,0,11750.0,9.371693622333941,8.294299608857235,8.955577146281511,5.673323267171493,40.51724137931034,2416.6666666666665,9333.333333333334,1
Female,Yes,0,Graduate,No,4583.0,0.0,84.0,360.0,1.0,Rural,0,0,0,0,4583.0,8.430327258394575,8.430327258394575,0.0,4.442651256490317,54.55952380952381,700.0,3883.0,0
Male,Yes,2,Graduate,Yes,3316.0,3500.0,88.0,360.0,1.0,Urban,1,0,0,0,6816.0,8.827174771362785,8.106816038947052,8.160803920954665,4.48863636973214,77.45454545454545,733.3333333333334,6082.666666666667,0
Male,No,0,Graduate,No,10171.25,0.0,242.0,360.0,0.0,Semiurban,0,0,0,0,14999.0,9.615805480084347,9.615805480084347,0.0,5.493061443340548,61.97933884297521,2016.6666666666667,12982.333333333334,0
Male,Yes,2,Not Graduate,No,4200.0,1430.0,129.0,360.0,1.0,Rural,0,0,0,0,5630.0,8.636042325254618,8.343077871169383,7.266128779556451,4.867534450455582,43.64341085271318,1075.0,4555.0,0
Male,Yes,2,Graduate,No,5042.0,2083.0,185.0,360.0,1.0,Rural,0,0,0,0,7125.0,8.871505346165781,8.525756422076725,7.642044402873258,5.225746673713202,38.513513513513516,1541.6666666666667,5583.333333333333,0
Male,No,0,Graduate,No,5417.0,0.0,168.0,360.0,1.0,Urban,1,0,0,0,5417.0,8.59748202264504,8.59748202264504,0.0,5.1298987149230735,32.24404761904762,1400.0,4017.0,0
Male,No,0,Graduate,Yes,6950.0,0.0,175.0,180.0,1.0,Semiurban,1,0,0,0,6950.0,8.846640813100485,8.846640813100485,0.0,5.170483995038151,39.714285714285715,1458.3333333333333,5491.666666666667,0
Male,Yes,0,Graduate,No,2698.0,2034.0,122.0,360.0,1.0,Semiurban,1,0,0,0,4732.0,8.462314529906248,7.900636613018005,7.618251097876695,4.812184355372417,38.78688524590164,1016.6666666666666,3715.3333333333335,0
Male,Yes,2,Graduate,No,10171.25,0.0,187.0,180.0,1.0,Urban,1,0,0,0,11757.0,9.3722891389622,9.3722891389622,0.0,5.236441962829949,62.8716577540107,1558.3333333333333,10198.666666666666,0
Female,Yes,0,Graduate,No,2330.0,4486.0,100.0,360.0,1.0,Semiurban,1,0,0,0,6816.0,8.827174771362785,7.754052639035757,8.408939605975984,4.61512051684126,68.16,833.3333333333334,5982.666666666667,0
Female,Yes,2,Graduate,No,10171.25,0.0,70.0,360.0,1.0,Urban,1,0,0,0,14866.0,9.60689927061335,9.60689927061335,0.0,4.2626798770413155,212.37142857142857,583.3333333333334,14282.666666666666,0
Male,Yes,1,Graduate,No,1538.0,1425.0,30.0,360.0,1.0,Urban,1,0,0,0,2963.0,7.994294986415977,7.338888133838879,7.262628600974241,3.4339872044851463,98.76666666666667,250.0,2713.0,0
Female,No,0,Graduate,No,10000.0,1666.0,225.0,360.0,1.0,Rural,0,0,0,0,11666.0,9.364519622823858,9.210440366976517,7.418780882750794,5.420534999272286,51.84888888888889,1875.0,9791.0,0
Male,Yes,0,Graduate,No,4860.0,830.0,125.0,360.0,1.0,Semiurban,1,0,0,0,5690.0,8.646641258603124,8.488999457045455,6.7226297948554485,4.836281906951478,45.52,1041.6666666666667,4648.333333333333,0
Male,No,0,Graduate,No,6277.0,0.0,118.0,360.0,0.0,Rural,0,0,0,0,6277.0,8.744806737401898,8.744806737401898,0.0,4.77912349311153,53.19491525423729,983.3333333333334,5293.666666666667,0
Male,Yes,0,Graduate,Yes,2577.0,3750.0,152.0,360.0,1.0,Rural,1,0,0,0,6327.0,8.75273950944749,7.8547691834991324,8.229777750081887,5.030437921392435,41.625,1266.6666666666667,5060.333333333333,0
Male,No,0,Graduate,No,9166.0,0.0,244.0,360.0,1.0,Urban,0,0,0,0,9166.0,9.123365357961776,9.123365357961776,0.0,5.501258210544727,37.5655737704918,2033.3333333333333,7132.666666666667,0
Male,Yes,2,Not Graduate,No,2281.0,0.0,113.0,360.0,1.0,Rural,0,0,0,0,2281.0,7.732807530422021,7.732807530422021,0.0,4.736198448394496,20.1858407079646,941.6666666666666,1339.3333333333335,0
Male,No,0,Graduate,No,3254.0,0.0,50.0,360.0,1.0,Urban,1,0,0,0,3254.0,8.08794755464267,8.08794755464267,0.0,3.9318256327243257,65.08,416.6666666666667,2837.3333333333335,0
Male,Yes,3,Graduate,No,10171.25,0.0,270.0,180.0,0.0,Semiurban,1,0,0,0,39999.0,10.596634733096073,10.596634733096073,0.0,6.398594934535208,66.665,5000.0,34999.0,1
Male,Yes,1,Graduate,No,6000.0,0.0,160.0,360.0,0.96,Rural,1,1,0,0,6000.0,8.699681400989514,8.699681400989514,0.0,5.081404364984463,37.5,1333.3333333333333,4666.666666666667,0
Male,Yes,1,Graduate,No,9538.0,0.0,187.0,360.0,1.0,Urban,1,0,0,0,9538.0,9.163143937145207,9.163143937145207,0.0,5.236441962829949,51.00534759358289,1558.3333333333333,7979.666666666667,0
Male,No,0,Graduate,No,2980.0,2083.0,120.0,360.0,1.0,Rural,1,0,1,0,5063.0,8.529911963824013,8.000014093678072,7.642044402873258,4.795790545596741,42.19166666666667,1000.0,4063.0,0
Male,Yes,0,Graduate,No,4583.0,5625.0,255.0,360.0,1.0,Semiurban,1,0,0,0,10208.0,9.231024963169016,8.430327258394575,8.635153989049803,5.545177444479562,40.03137254901961,2125.0,8083.0,0
Male,Yes,0,Not Graduate,No,1863.0,1041.0,98.0,360.0,1.0,Semiurban,1,0,0,0,2904.0,7.974188669286011,7.530479995245536,6.948897222313312,4.59511985013459,29.632653061224488,816.6666666666666,2087.3333333333335,0
Male,Yes,0,Graduate,No,7933.0,0.0,270.0,360.0,1.0,Urban,0,0,0,0,7933.0,8.978912601074276,8.978912601074276,0.0,5.62040086571715,28.847272727272728,2291.6666666666665,5641.333333333334,0
Male,Yes,1,Graduate,No,3089.0,1280.0,121.0,360.0,0.0,Semiurban,0,0,0,0,4369.0,8.382518288089635,8.035926369891792,7.155396301896734,4.804021044733257,36.107438016528924,1008.3333333333334,3360.6666666666665,0
Male,Yes,2,Graduate,No,4167.0,1447.0,158.0,360.0,1.0,Rural,1,0,0,0,5614.0,8.633196867172543,8.335191583433202,7.277938572945661,5.0689042022202315,35.53164556962025,1316.6666666666667,4297.333333333333,0
Male,Yes,0,Graduate,No,9323.0,0.0,75.0,180.0,1.0,Urban,1,0,0,0,9323.0,9.140347000155648,9.140347000155648,0.0,4.330733340286331,124.30666666666667,625.0,8698.0,0
Male,Yes,0,Graduate,No,3707.0,3166.0,182.0,180.0,1.0,Rural,1,0,0,0,6873.0,8.835501457409778,8.218247926685745,8.06054004653864,5.209486152841421,37.76373626373626,1516.6666666666667,5356.333333333333,0
Female,Yes,0,Graduate,No,4583.0,0.0,112.0,360.0,1.0,Rural,0,0,0,0,4583.0,8.430327258394575,8.430327258394575,0.0,4.727387818712341,40.919642857142854,933.3333333333334,3649.6666666666665,0
Male,Yes,0,Graduate,No,2439.0,3333.0,129.0,360.0,1.0,Rural,1,0,0,0,5772.0,8.660947155060933,7.799753318287247,8.111928063310739,4.867534450455582,44.74418604651163,1075.0,4697.0,0
Male,No,0,Graduate,No,2237.0,0.0,63.0,480.0,0.0,Semiurban,0,0,0,0,2237.0,7.71333788887187,7.71333788887187,0.0,4.1588830833596715,35.507936507936506,525.0,1712.0,0
Male,Yes,2,Graduate,No,8000.0,0.0,200.0,360.0,1.0,Semiurban,1,0,0,0,8000.0,8.987321812850125,8.987321812850125,0.0,5.303304908059076,40.0,1666.6666666666667,6333.333333333333,0
Male,Yes,0,Not Graduate,No,1820.0,1769.0,95.0,360.0,1.0,Rural,1,0,1,0,3589.0,8.185907481482324,7.507141079727608,7.478734825567875,4.564348191467836,37.77894736842105,791.6666666666666,2797.3333333333335,0
Male,Yes,3,Graduate,No,10171.25,0.0,270.0,300.0,1.0,Urban,1,0,0,0,51763.0,10.85445020594156,10.85445020594156,0.0,6.55250788703459,73.94714285714285,5833.333333333333,45929.666666666664,1
Male,Yes,3,Not Graduate,No,3522.0,0.0,81.0,180.0,1.0,Rural,0,0,0,0,3522.0,8.167068178341237,8.167068178341237,0.0,4.406719247264253,43.48148148148148,675.0,2847.0,1
Male,Yes,0,Graduate,No,5708.0,5625.0,187.0,360.0,1.0,Semiurban,1,0,0,0,11333.0,9.335562336729565,8.64979915596426,8.635153989049803,5.236441962829949,60.60427807486631,1558.3333333333333,9774.666666666666,0
Male,Yes,0,Not Graduate,Yes,4344.0,736.0,87.0,360.0,1.0,Semiurban,0,0,0,0,5080.0,8.533263371593732,8.376781037699493,6.602587892189336,4.477336814478207,58.39080459770115,725.0,4355.0,0
Male,Yes,0,Graduate,No,3497.0,1964.0,116.0,360.0,1.0,Rural,1,0,0,0,5461.0,8.60557030203365,8.159946655578548,7.583247524303362,4.762173934797756,47.077586206896555,966.6666666666666,4494.333333333333,0
Male,Yes,2,Graduate,No,2045.0,1619.0,101.0,360.0,1.0,Rural,1,0,0,0,3664.0,8.206583614320753,7.6236419465115715,7.3901814282264295,4.624972813284271,36.277227722772274,841.6666666666666,2822.3333333333335,0
Male,Yes,3,Graduate,No,5516.0,5743.125,270.0,360.0,0.0,Semiurban,0,0,0,0,16816.0,9.73014555852275,8.61558951327243,9.332646496360152,6.206575926724928,33.971717171717174,4125.0,12691.0,1
Male,Yes,1,Graduate,No,3750.0,0.0,116.0,360.0,1.0,Semiurban,1,0,0,0,3750.0,8.229777750081887,8.229777750081887,0.0,4.762173934797756,32.327586206896555,966.6666666666666,2783.3333333333335,0
Male,No,0,Not Graduate,No,2333.0,1451.0,102.0,480.0,0.0,Urban,0,0,0,0,3784.0,8.23880116587155,7.755338812846501,7.280697195384741,4.634728988229636,37.09803921568628,850.0,2934.0,0
Male,Yes,1,Graduate,No,6400.0,5743.125,180.0,360.0,0.0,Urban,0,0,0,0,13650.0,9.521568058002977,8.764209507142004,8.888894669371593,5.198497031265826,75.83333333333333,1500.0,12150.0,0
Male,No,0,Graduate,No,1916.0,5063.0,67.0,360.0,0.93,Rural,0,1,0,0,6979.0,8.850804195756417,7.558516743045645,8.529911963824013,4.219507705176107,104.16417910447761,558.3333333333334,6420.666666666667,0
Male,Yes,0,Graduate,No,4600.0,0.0,73.0,180.0,1.0,Semiurban,1,0,0,0,4600.0,8.434028950155469,8.434028950155469,0.0,4.30406509320417,63.013698630136986,608.3333333333334,3991.6666666666665,0
Male,Yes,1,Graduate,No,10171.25,0.0,260.0,360.0,1.0,Semiurban,0,0,0,0,33846.0,10.429605648120413,10.429605648120413,0.0,5.564520407322694,130.1769230769231,2166.6666666666665,31679.333333333332,0
Female,Yes,0,Graduate,No,3625.0,0.0,108.0,360.0,1.0,Semiurban,1,0,0,0,3625.0,8.195885391314796,8.195885391314796,0.0,4.6913478822291435,33.56481481481482,900.0,2725.0,0
Male,Yes,0,Graduate,Yes,10171.25,4750.0,120.0,360.0,1.0,Semiurban,1,0,0,0,43897.0,10.6896240399389,10.57510461454571,8.46611040118692,4.795790545596741,365.80833333333334,1000.0,42897.0,0
Male,Yes,1,Graduate,Yes,2178.0,0.0,66.0,300.0,0.0,Rural,0,0,0,0,2178.0,7.68662133494462,7.68662133494462,0.0,4.204692619390966,33.0,550.0,1628.0,0
Male,Yes,0,Graduate,No,2383.0,2138.0,58.0,360.0,0.9,Rural,1,1,0,0,4521.0,8.416709652837914,7.776535028185241,7.668093709082406,4.07753744390572,77.94827586206897,483.3333333333333,4037.6666666666665,0
Male,Yes,0,Graduate,Yes,674.0,5296.0,168.0,360.0,1.0,Rural,1,0,0,0,5970.0,8.694669696546992,6.51471269087253,8.574895901544526,5.1298987149230735,35.535714285714285,1400.0,4570.0,0
Male,Yes,0,Graduate,No,9328.0,0.0,188.0,180.0,1.0,Rural,1,0,0,0,9328.0,9.140883106960962,9.140883106960962,0.0,5.241747015059643,49.61702127659574,1566.6666666666667,7761.333333333333,0
Male,No,0,Not Graduate,No,4885.0,0.0,48.0,360.0,1.0,Rural,1,0,0,0,4885.0,8.494129251817686,8.494129251817686,0.0,3.8918202981106265,101.77083333333333,400.0,4485.0,0
Male,No,0,Graduate,No,10171.25,0.0,164.0,360.0,1.0,Semiurban,0,0,0,0,12000.0,9.392745258631441,9.392745258631441,0.0,5.10594547390058,73.17073170731707,1366.6666666666667,10633.333333333334,0
Male,Yes,0,Not Graduate,No,6033.0,0.0,160.0,360.0,1.0,Urban,0,0,0,0,6033.0,8.705165419719007,8.705165419719007,0.0,5.081404364984463,37.70625,1333.3333333333333,4699.666666666667,0
Male,No,0,Graduate,No,3858.0,0.0,76.0,360.0,1.0,Semiurban,1,0,0,0,3858.0,8.258163361537619,8.258163361537619,0.0,4.343805421853684,50.76315789473684,633.3333333333334,3224.6666666666665,0
Male,No,0,Graduate,No,4191.0,0.0,120.0,360.0,1.0,Rural,1,0,0,0,4191.0,8.340933226000878,8.340933226000878,0.0,4.795790545596741,34.925,1000.0,3191.0,0
Male,Yes,1,Graduate,No,3125.0,2583.0,170.0,360.0,1.0,Semiurban,0,0,0,0,5708.0,8.64979915596426,8.047509510981422,7.857093864902493,5.14166355650266,33.576470588235296,1416.6666666666667,4291.333333333333,0
Male,No,0,Graduate,No,8333.0,3750.0,187.0,360.0,1.0,Rural,1,0,0,0,12083.0,9.399637542506563,9.0280988119824,8.229777750081887,5.236441962829949,64.61497326203208,1558.3333333333333,10524.666666666666,0
Female,No,0,Not Graduate,No,1907.0,2365.0,120.0,360.0,1.0,Urban,1,0,0,0,4272.0,8.360071435644025,7.553810852008231,7.768956044538332,4.795790545596741,35.6,1000.0,3272.0,0
Female,Yes,0,Graduate,No,3416.0,2816.0,113.0,360.0,0.79,Semiurban,1,1,0,0,6232.0,8.73761303680885,8.136518252115291,7.943427767876373,4.736198448394496,55.150442477876105,941.6666666666666,5290.333333333333,0
Male,No,0,Graduate,Yes,10171.25,0.0,83.0,360.0,1.0,Urban,0,0,0,0,11000.0,9.305741456739435,9.305741456739435,0.0,4.430816798843313,132.53012048192772,691.6666666666666,10308.333333333334,0
Male,Yes,1,Not Graduate,No,2600.0,2500.0,90.0,360.0,1.0,Semiurban,1,0,0,0,5100.0,8.537191877922927,7.8636512654486515,7.824445930877619,4.51085950651685,56.666666666666664,750.0,4350.0,0
Male,No,2,Graduate,No,4923.0,0.0,166.0,360.0,0.0,Semiurban,1,0,0,0,4923.0,8.501876487304344,8.501876487304344,0.0,5.117993812416755,29.656626506024097,1383.3333333333333,3539.666666666667,0
Male,Yes,3,Not Graduate,No,3992.0,0.0,166.0,180.0,1.0,Urban,0,0,0,1,3992.0,8.292298107063221,8.292298107063221,0.0,5.117993812416755,24.048192771084338,1383.3333333333333,2608.666666666667,1
Male,Yes,1,Not Graduate,No,3500.0,1083.0,135.0,360.0,1.0,Urban,1,0,0,0,4583.0,8.430327258394575,8.160803920954665,6.988413181999592,4.912654885736052,33.94814814814815,1125.0,3458.0,0
Male,Yes,2,Not Graduate,No,3917.0,0.0,124.0,360.0,1.0,Semiurban,1,0,0,0,3917.0,8.273336598504486,8.273336598504486,0.0,4.8283137373023015,31.588709677419356,1033.3333333333333,2883.666666666667,0
Female,No,0,Not Graduate,No,4408.0,0.0,120.0,360.0,1.0,Semiurban,1,0,0,0,4408.0,8.391403185357937,8.391403185357937,0.0,4.795790545596741,36.733333333333334,1000.0,3408.0,0
Female,No,0,Graduate,No,3244.0,0.0,80.0,360.0,1.0,Urban,1,0,0,0,3244.0,8.08487062913819,8.08487062913819,0.0,4.394449154672439,40.55,666.6666666666666,2577.3333333333335,0
Male,No,0,Not Graduate,No,3975.0,2531.0,55.0,360.0,1.0,Rural,1,0,0,0,6506.0,8.780633799494984,8.288031567776464,7.836764783264067,4.02535169073515,118.2909090909091,458.3333333333333,6047.666666666667,0
Male,No,0,Graduate,No,2479.0,0.0,59.0,360.0,1.0,Urban,1,0,0,0,2479.0,7.8160138391590275,7.8160138391590275,0.0,4.0943445622221,42.016949152542374,491.6666666666667,1987.3333333333333,0
Male,No,0,Graduate,No,3418.0,0.0,127.0,360.0,1.0,Semiurban,0,0,0,0,3418.0,8.137103389639302,8.137103389639302,0.0,4.852030263919617,26.913385826771652,1058.3333333333333,2359.666666666667,0
Female,No,0,Graduate,No,10000.0,0.0,214.0,360.0,1.0,Semiurban,0,0,0,0,10000.0,9.210440366976517,9.210440366976517,0.0,5.3706380281276624,46.728971962616825,1783.3333333333333,8216.666666666666,0
Male,Yes,3,Graduate,No,3430.0,1250.0,128.0,360.0,0.0,Semiurban,0,0,0,0,4680.0,8.45126704130007,8.14060704285845,7.1316985104669115,4.859812404361672,36.5625,1066.6666666666667,3613.333333333333,1
Male,Yes,1,Graduate,Yes,7787.0,0.0,240.0,360.0,1.0,Urban,1,0,0,0,7787.0,8.960339366492091,8.960339366492091,0.0,5.484796933490655,32.44583333333333,2000.0,5787.0,0
Male,Yes,3,Not Graduate,Yes,5703.0,0.0,130.0,360.0,1.0,Rural,1,0,0,0,5703.0,8.648922962094131,8.648922962094131,0.0,4.875197323201151,43.86923076923077,1083.3333333333333,4619.666666666667,1
Male,Yes,0,Graduate,No,3173.0,3021.0,137.0,360.0,1.0,Urban,1,0,0,0,6194.0,8.731497794063243,8.062747901086354,8.013674142832684,4.927253685157205,45.21167883211679,1141.6666666666667,5052.333333333333,0
Male,Yes,3,Not Graduate,No,3850.0,983.0,100.0,360.0,1.0,Semiurban,1,0,0,0,4833.0,8.483429561263428,8.25608813381491,6.891625897052253,4.61512051684126,48.33,833.3333333333334,3999.6666666666665,1
Male,Yes,0,Graduate,No,150.0,1800.0,135.0,360.0,1.0,Rural,0,0,0,0,1950.0,7.576097340623111,5.017279836814924,7.496097345175956,4.912654885736052,14.444444444444445,1125.0,825.0,0
Male,Yes,0,Graduate,No,3727.0,1775.0,131.0,360.0,1.0,Semiurban,1,0,0,0,5502.0,8.613048677059759,8.223627175805483,7.4821189235521155,4.882801922586371,42.0,1091.6666666666667,4410.333333333333,0
Male,Yes,2,Graduate,No,5000.0,0.0,72.0,360.0,0.0,Semiurban,0,0,1,0,5000.0,8.517393171418904,8.517393171418904,0.0,4.290459441148391,69.44444444444444,600.0,4400.0,0
Female,Yes,2,Graduate,No,4283.0,2383.0,127.0,360.0,0.78,Semiurban,1,1,0,0,6666.0,8.80492526261806,8.36264243156764,7.776535028185241,4.852030263919617,52.488188976377955,1058.3333333333333,5607.666666666667,0
Male,Yes,0,Graduate,No,2221.0,0.0,60.0,360.0,0.0,Urban,0,0,0,0,2221.0,7.706162970199576,7.706162970199576,0.0,4.110873864173311,37.016666666666666,500.0,1721.0,0
Male,Yes,2,Graduate,No,4009.0,1717.0,116.0,360.0,1.0,Semiurban,1,0,0,0,5726.0,8.652947112393857,8.296546520300614,7.4489161025442,4.762173934797756,49.36206896551724,966.6666666666666,4759.333333333333,0
Male,No,0,Graduate,No,2971.0,2791.0,144.0,360.0,1.0,Semiurban,1,0,0,0,5762.0,8.659213451436667,7.99699040583765,7.934513463882263,4.976733742420574,40.013888888888886,1200.0,4562.0,0
Male,Yes,0,Graduate,No,7578.0,1010.0,175.0,360.0,1.0,Semiurban,1,0,0,0,8588.0,9.058237593766226,8.93313654381203,6.918695219020472,5.170483995038151,49.074285714285715,1458.3333333333333,7129.666666666667,0
Male,Yes,0,Graduate,No,6250.0,0.0,128.0,360.0,1.0,Semiurban,1,0,0,0,6250.0,8.740496729931813,8.740496729931813,0.0,4.859812404361672,48.828125,1066.6666666666667,5183.333333333333,0
Male,Yes,0,Graduate,No,3250.0,0.0,170.0,360.0,1.0,Rural,0,0,0,0,3250.0,8.086717920303906,8.086717920303906,0.0,5.14166355650266,19.11764705882353,1416.6666666666667,1833.3333333333333,0
Male,Yes,0,Not Graduate,Yes,4735.0,0.0,138.0,360.0,1.0,Urban,0,0,0,0,4735.0,8.462948176563842,8.462948176563842,0.0,4.9344739331306915,34.31159420289855,1150.0,3585.0,0
Male,Yes,2,Graduate,No,6250.0,1695.0,210.0,360.0,1.0,Semiurban,1,0,0,0,7945.0,8.980423936374544,8.740496729931813,7.4360278163518485,5.351858133476067,37.833333333333336,1750.0,6195.0,0
Male,Yes,2,Graduate,No,4758.0,0.0,158.0,480.0,1.0,Semiurban,1,0,0,0,4758.0,8.46779284112111,8.46779284112111,0.0,5.0689042022202315,30.11392405063291,1316.6666666666667,3441.333333333333,0
Male,No,0,Graduate,Yes,6400.0,0.0,200.0,360.0,1.0,Rural,1,0,0,0,6400.0,8.764209507142004,8.764209507142004,0.0,5.303304908059076,32.0,1666.6666666666667,4733.333333333333,0
Male,Yes,1,Graduate,No,2491.0,2054.0,104.0,360.0,1.0,Semiurban,1,0,0,0,4545.0,8.422003004412488,7.820840879907344,7.628031126930335,4.653960350157523,43.70192307692308,866.6666666666666,3678.3333333333335,0
Male,Yes,0,Graduate,No,3716.0,0.0,42.0,180.0,1.0,Rural,1,0,1,0,3716.0,8.220672170297252,8.220672170297252,0.0,3.7612001156935624,88.47619047619048,350.0,3366.0,0
Male,No,0,Not Graduate,No,3189.0,2598.0,120.0,180.0,1.0,Rural,1,0,0,0,5787.0,8.663542087751374,8.06777619577889,7.8628820346414905,4.795790545596741,48.225,1000.0,4787.0,0
Female,No,0,Graduate,No,8333.0,0.0,270.0,360.0,1.0,Semiurban,1,0,0,0,8333.0,9.0280988119824,9.0280988119824,0.0,5.638354669333745,29.760714285714286,2333.3333333333335,5999.666666666666,0
Male,Yes,1,Graduate,No,3155.0,1779.0,140.0,360.0,1.0,Semiurban,1,0,0,0,4934.0,8.504107951867582,8.057060681965766,7.484368643286131,4.948759890378168,35.24285714285714,1166.6666666666667,3767.333333333333,0
Male,Yes,1,Graduate,No,5500.0,1260.0,170.0,360.0,1.0,Rural,1,0,0,0,6760.0,8.818926087090677,8.612685172875459,7.13966033596492,5.14166355650266,39.76470588235294,1416.6666666666667,5343.333333333333,0
Male,Yes,0,Graduate,No,5746.0,0.0,255.0,360.0,0.86,Urban,0,1,1,0,5746.0,8.656433258507741,8.656433258507741,0.0,5.545177444479562,22.533333333333335,2125.0,3621.0,0
Female,No,0,Graduate,Yes,3463.0,0.0,122.0,360.0,0.9,Urban,1,1,0,0,3463.0,8.150179269682326,8.150179269682326,0.0,4.812184355372417,28.385245901639344,1016.6666666666666,2446.3333333333335,0
Female,No,1,Graduate,No,3812.0,0.0,112.0,360.0,1.0,Rural,1,0,0,0,3812.0,8.246171559857563,8.246171559857563,0.0,4.727387818712341,34.035714285714285,933.3333333333334,2878.6666666666665,0
Male,Yes,1,Graduate,No,3315.0,0.0,96.0,360.0,1.0,Semiurban,1,0,0,0,3315.0,8.106514516255185,8.106514516255185,0.0,4.574710978503383,34.53125,800.0,2515.0,0
Male,Yes,2,Graduate,No,5819.0,5000.0,120.0,360.0,1.0,Rural,1,0,0,0,10819.0,9.289151552400472,8.669055540725484,8.517393171418904,4.795790545596741,90.15833333333333,1000.0,9819.0,0
Male,Yes,1,Not Graduate,No,2510.0,1983.0,140.0,180.0,1.0,Urban,0,0,0,0,4493.0,8.410498452745275,7.828436359157585,7.592870287844818,4.948759890378168,32.09285714285714,1166.6666666666667,3326.333333333333,0
Male,No,0,Graduate,No,2965.0,5701.0,155.0,60.0,1.0,Urban,1,0,0,0,8666.0,9.067277989134345,7.994969522697877,8.648572269472618,5.049856007249537,55.909677419354836,1291.6666666666667,7374.333333333333,0
Male,Yes,2,Graduate,Yes,6250.0,1300.0,108.0,360.0,1.0,Rural,1,0,0,0,7550.0,8.929435283803425,8.740496729931813,7.170888478512505,4.6913478822291435,69.9074074074074,900.0,6650.0,0
Male,Yes,0,Not Graduate,No,3406.0,4417.0,123.0,360.0,1.0,Semiurban,1,0,0,0,7823.0,8.964951211714654,8.133587417660966,8.393442383980062,4.820281565605037,63.60162601626016,1025.0,6798.0,0
Male,No,0,Graduate,Yes,6050.0,4333.0,120.0,180.0,1.0,Urban,0,0,0,0,10383.0,9.248021438943871,8.707978826622321,8.374246182096304,4.795790545596741,86.525,1000.0,9383.0,0
Male,Yes,2,Graduate,No,9703.0,0.0,112.0,360.0,1.0,Urban,1,0,0,0,9703.0,9.180293450623886,9.180293450623886,0.0,4.727387818712341,86.63392857142857,933.3333333333334,8769.666666666666,0
Male,Yes,1,Not Graduate,No,6608.0,0.0,137.0,180.0,1.0,Urban,1,0,0,0,6608.0,8.796187635470453,8.796187635470453,0.0,4.927253685157205,48.23357664233577,1141.6666666666667,5466.333333333333,0
Male,Yes,1,Graduate,No,2882.0,1843.0,123.0,480.0,1.0,Semiurban,1,0,0,0,4725.0,8.460834457746854,7.9665866976384025,7.519692404116539,4.820281565605037,38.41463414634146,1025.0,3700.0,0
Male,Yes,0,Graduate,No,1809.0,1868.0,90.0,360.0,1.0,Urban,1,0,0,0,3677.0,8.210124405164267,7.501082124259871,7.533158807455563,4.51085950651685,40.855555555555554,750.0,2927.0,0
